Version;Date_of_report;Date_of_statistics_week_start;Variant_code;Variant_name;ECDC_category;WHO_category;May_include_samples_listed_before;Sample_size;Variant_cases
3;2022-01-06 20:17:41;2021-01-04;C.1.2;;VUM;VUM;False;356;0
3;2022-01-06 20:17:41;2021-01-04;B.1.617.2+S:E484del;;VUM;;True;356;0
3;2022-01-06 20:17:41;2021-01-04;B.1.617.2+S:Q613H;;VUM;;True;356;0
3;2022-01-06 20:17:41;2021-01-04;B.1.617.2+S:Q677H;;VUM;;True;356;0
3;2022-01-06 20:17:41;2021-01-04;B.1.640;;VUM;VUM;False;356;0
3;2022-01-06 20:17:41;2021-01-04;B.1.1.7;Alpha;DEV;VOI;False;356;45
3;2022-01-06 20:17:41;2021-01-04;B.1.525;;DEV;VUM;False;356;0
3;2022-01-06 20:17:41;2021-01-04;B.1.617.1;;DEV;VUM;False;356;0
3;2022-01-06 20:17:41;2021-01-04;B.1.526;;DEV;VUM;False;356;0
3;2022-01-06 20:17:41;2021-01-04;B.1.1.519;;DEV;VUM;False;356;0
3;2022-01-06 20:17:41;2021-01-04;B.1.630;;;VUM;False;356;0
3;2022-01-06 20:17:41;2021-01-04;AZ.5;;;VUM;True;356;0
3;2022-01-06 20:17:41;2021-01-11;B.1.351;Beta;VOC;VOC;False;305;3
3;2022-01-06 20:17:41;2021-01-11;P.1;Gamma;VOC;VOC;False;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.617.2;Delta;VOC;VOC;False;305;2
3;2022-01-06 20:17:41;2021-01-11;B.1.1.529;Omicron;VOC;VOC;False;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.621;Mu;VOI;VOI;False;305;0
3;2022-01-06 20:17:41;2021-01-11;C.37;Lambda;VOI;VOI;False;305;0
3;2022-01-06 20:17:41;2021-01-11;AY.4.2;;VOI;;True;305;0
3;2022-01-06 20:17:41;2021-01-11;C.36+S:L452R;;VUM;;False;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.1.318;;VUM;;False;305;0
3;2022-01-06 20:17:41;2021-01-11;P.1+S:P681H;;VUM;;True;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.617.2+S:K417N;;VUM;;True;305;0
3;2022-01-06 20:17:41;2021-01-11;C.1.2;;VUM;VUM;False;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.617.2+S:E484del;;VUM;;True;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.617.2+S:Q613H;;VUM;;True;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.617.2+S:Q677H;;VUM;;True;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.640;;VUM;VUM;False;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.1.7;Alpha;DEV;VOI;False;305;60
3;2022-01-06 20:17:41;2021-01-11;B.1.525;;DEV;VUM;False;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.617.1;;DEV;VUM;False;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.526;;DEV;VUM;False;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.1.519;;DEV;VUM;False;305;0
3;2022-01-06 20:17:41;2021-01-11;B.1.630;;;VUM;False;305;0
3;2022-01-06 20:17:41;2021-01-11;AZ.5;;;VUM;True;305;0
3;2022-01-06 20:17:41;2021-01-18;B.1.351;Beta;VOC;VOC;False;651;3
3;2022-01-06 20:17:41;2021-01-18;P.1;Gamma;VOC;VOC;False;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.617.2;Delta;VOC;VOC;False;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.1.529;Omicron;VOC;VOC;False;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.621;Mu;VOI;VOI;False;651;0
3;2022-01-06 20:17:41;2021-01-18;C.37;Lambda;VOI;VOI;False;651;0
3;2022-01-06 20:17:41;2021-01-18;AY.4.2;;VOI;;True;651;0
3;2022-01-06 20:17:41;2021-01-18;C.36+S:L452R;;VUM;;False;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.1.318;;VUM;;False;651;0
3;2022-01-06 20:17:41;2021-01-18;P.1+S:P681H;;VUM;;True;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.617.2+S:K417N;;VUM;;True;651;0
3;2022-01-06 20:17:41;2021-01-18;C.1.2;;VUM;VUM;False;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.617.2+S:E484del;;VUM;;True;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.617.2+S:Q613H;;VUM;;True;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.617.2+S:Q677H;;VUM;;True;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.640;;VUM;VUM;False;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.1.7;Alpha;DEV;VOI;False;651;158
3;2022-01-06 20:17:41;2021-01-18;B.1.525;;DEV;VUM;False;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.617.1;;DEV;VUM;False;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.526;;DEV;VUM;False;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.1.519;;DEV;VUM;False;651;0
3;2022-01-06 20:17:41;2021-01-18;B.1.630;;;VUM;False;651;0
3;2022-01-06 20:17:41;2021-01-18;AZ.5;;;VUM;True;651;0
3;2022-01-06 20:17:41;2021-01-25;B.1.351;Beta;VOC;VOC;False;876;14
3;2022-01-06 20:17:41;2021-01-25;P.1;Gamma;VOC;VOC;False;876;1
3;2022-01-06 20:17:41;2021-01-25;B.1.617.2;Delta;VOC;VOC;False;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.1.529;Omicron;VOC;VOC;False;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.621;Mu;VOI;VOI;False;876;0
3;2022-01-06 20:17:41;2021-01-25;C.37;Lambda;VOI;VOI;False;876;0
3;2022-01-06 20:17:41;2021-01-25;AY.4.2;;VOI;;True;876;0
3;2022-01-06 20:17:41;2021-01-25;C.36+S:L452R;;VUM;;False;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.1.318;;VUM;;False;876;0
3;2022-01-06 20:17:41;2021-01-25;P.1+S:P681H;;VUM;;True;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.617.2+S:K417N;;VUM;;True;876;0
3;2022-01-06 20:17:41;2021-01-25;C.1.2;;VUM;VUM;False;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.617.2+S:E484del;;VUM;;True;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.617.2+S:Q613H;;VUM;;True;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.617.2+S:Q677H;;VUM;;True;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.640;;VUM;VUM;False;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.1.7;Alpha;DEV;VOI;False;876;216
3;2022-01-06 20:17:41;2021-01-25;B.1.525;;DEV;VUM;False;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.617.1;;DEV;VUM;False;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.526;;DEV;VUM;False;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.1.519;;DEV;VUM;False;876;0
3;2022-01-06 20:17:41;2021-01-25;B.1.630;;;VUM;False;876;0
3;2022-01-06 20:17:41;2021-01-25;AZ.5;;;VUM;True;876;0
3;2022-01-06 20:17:41;2021-02-01;B.1.351;Beta;VOC;VOC;False;867;18
3;2022-01-06 20:17:41;2021-02-01;P.1;Gamma;VOC;VOC;False;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.617.2;Delta;VOC;VOC;False;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.1.529;Omicron;VOC;VOC;False;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.621;Mu;VOI;VOI;False;867;0
3;2022-01-06 20:17:41;2021-02-01;C.37;Lambda;VOI;VOI;False;867;0
3;2022-01-06 20:17:41;2021-02-01;AY.4.2;;VOI;;True;867;0
3;2022-01-06 20:17:41;2021-02-01;C.36+S:L452R;;VUM;;False;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.1.318;;VUM;;False;867;0
3;2022-01-06 20:17:41;2021-02-01;P.1+S:P681H;;VUM;;True;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.617.2+S:K417N;;VUM;;True;867;0
3;2022-01-06 20:17:41;2021-02-01;C.1.2;;VUM;VUM;False;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.617.2+S:E484del;;VUM;;True;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.617.2+S:Q613H;;VUM;;True;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.617.2+S:Q677H;;VUM;;True;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.640;;VUM;VUM;False;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.1.7;Alpha;DEV;VOI;False;867;206
3;2022-01-06 20:17:41;2021-02-01;B.1.525;;DEV;VUM;False;867;2
3;2022-01-06 20:17:41;2021-02-01;B.1.617.1;;DEV;VUM;False;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.526;;DEV;VUM;False;867;0
3;2022-01-06 20:17:41;2021-02-01;B.1.1.519;;DEV;VUM;False;867;1
